剧本ID,剧名,角色名,行当,性别,服饰备注
03039004,傅氏发配,傅氏,老旦,female,
03039005,雪杯圆,莫怀古,老生,male,
03039005,雪杯圆,傅氏,老旦,female,
03039005,雪杯圆,戚继光,老生,male,
03039005,雪杯圆,莫豪,小生,male,
03039005,雪杯圆,陆炳,老生,male,
03039006,收雪艳,莫怀古,老生,male,
03039006,收雪艳,雪艳,旦,female,
03039006,收雪艳,莫成,老生,male,
03039006,收雪艳,戚继光,老生,male,
03039007,祭雪艳,莫怀古,老生,male,
03039007,祭雪艳,傅氏,老旦,female,
03039007,祭雪艳,戚继光,老生,male,
03039007,祭雪艳,莫豪,小生,male,
03039007,祭雪艳,陆炳,老生,male,
03040001,双玉镯,宋巧姣,旦,female,
03040001,双玉镯,傅朋,小生,male,
03040001,双玉镯,孙玉姣,旦,female,
03040001,双玉镯,赵廉,老生,male,
03040001,双玉镯,宋国士,老生,male,
03040001,双玉镯,刘媒婆,彩旦,female,
03040001,双玉镯,刘彪,净,male,
03040001,双玉镯,刘公道,丑,male,
03040001,双玉镯,傅母,老旦,female,
03040002,法门寺,赵廉,老生,male,
03040002,法门寺,刘瑾,净,male,
03040002,法门寺,宋巧姣,旦,female,
03040002,法门寺,贾桂,丑,male,
03040002,法门寺,太后,老旦,female,
03040002,法门寺,刘彪,净,male,
03040002,法门寺,刘媒婆,丑旦,female,
03040002,法门寺,刘公道,丑,male,
03040002,法门寺,宋国士,老生,male,
03040002,法门寺,孙玉姣,花旦,female,
03040002,法门寺,傅朋,小生,male,
03040002,法门寺,老和尚,老生,male,
03040002,法门寺,班头甲,丑,male,
03040002,法门寺,班头乙,丑,male,
03040003,刘瑾逛花园,刘瑾,净,male,
03040003,刘瑾逛花园,贾桂,丑,male,
03041001,飞将军,李广,老生,male,
03041001,飞将军,李陵,小生,male,
03041002,投笔封侯,班超,生,unknown,
03041003,玉门关,班超,小生,male,
03041003,玉门关,鄯善王,老生,male,
03041003,玉门关,匈奴王,净,male,
03041004,周瑜,周瑜,小生,male,
03041004,周瑜,孙策,武生,male,
03041004,周瑜,乔玄,老生,male,
03041004,周瑜,乔靓,旦,female,
03041004,周瑜,乔婉,旦,female,
03041004,周瑜,鲁肃,老生,male,
03041004,周瑜,孙权,净,male,
03041005,战山,秦琼,老生,male,
03041005,战山,罗成,小生,male,
03041006,小显,罗成,小生,male,
03041007,双合印,董洪,小生,male,
03041007,双合印,李瑞莲,花旦,female,
03041007,双合印,李虎,丑,male,
03041007,双合印,李云,生,unknown,
03041007,双合印,庞氏,老旦,female,
03041007,双合印,刘应龙,净,male,
03041007,双合印,张荣,生,unknown,
03042001,父子圆,伍员,老生,male,
03042001,父子圆,伍辛,小生,male,
03042002,卧虎山,伍员,老生,male,
03042002,卧虎山,伍辛,武净,unknown,
03042003,明末遗恨,崇祯,老生,male,
03042003,明末遗恨,王承恩,老生,male,
03042003,明末遗恨,周奎,净,male,
03042003,明末遗恨,李建泰,净,male,
03042003,明末遗恨,李国桢,老生,male,
03042003,明末遗恨,范景文,老生,male,
03042003,明末遗恨,杜之享,丑,male,
03042003,明末遗恨,杜勋,丑,male,
03042003,明末遗恨,周后,旦,female,
03042003,明末遗恨,陈演,丑,male,
03042003,明末遗恨,周夫人,老旦,female,
03042003,明末遗恨,姜瓖,老生,male,
03042003,明末遗恨,巩永固,老生,male,
03042004,史可法,史可法,老生,male,
03042005,明末孤忠,郑成功,武生,male,
03043003,涿州判,羽真,武净,unknown,
03043003,涿州判,张康侯,丑,male,
03043003,涿州判,刘玉,丑,male,
03043003,涿州判,李三旺,丑,male,
03044002,宁国府,朱亮祖,武生,male,
03044002,宁国府,康茂才,老生,male,
03044002,宁国府,徐达,老生,male,
03044003,火烧百凉楼【头本】,吴桢,老生,male,
03044003,火烧百凉楼【头本】,蒋忠,副净,unknown,
03044003,火烧百凉楼【头本】,刘福通,净,male,
03044003,火烧百凉楼【头本】,徐达,老生,male,
03044004,火烧百凉楼【二本】,常遇春,武生,male,
03044004,火烧百凉楼【二本】,沐英,副净,unknown,
03044004,火烧百凉楼【二本】,吴祯,老生,male,
03044004,火烧百凉楼【二本】,徐达,老生,male,
03044004,火烧百凉楼【二本】,刘福通,净,male,
03046001,草桥关,姚期,净,male,
03046001,草桥关,刘秀,老生,male,
03046001,草桥关,马武,净,male,
03046001,草桥关,郭妃,旦,female,
03046001,草桥关,姚刚,净,male,
03046001,草桥关,姚能,小生,male,
03046001,草桥关,郭荣,净,male,
03046001,草桥关,姚母,老旦,female,
03046001,草桥关,岑彭,老生,male,
03046001,草桥关,杜茂,老生,male,
03046002,御果园,尉迟恭,净,male,
03046002,御果园,徐懋功,净,male,
03046002,御果园,李建成,丑,male,
03046002,御果园,李元吉,丑,male,
03046002,御果园,李世民,小生,male,
03046002,御果园,黄壮,净,male,
03046002,御果园,程咬金,丑,male,
03046002,御果园,秦琼,老生,male,
03046003,白良关,尉迟恭,净,male,
03046003,白良关,尉迟宝林,净,male,
03046003,白良关,秦琼,老生,male,
03046003,白良关,徐懋功,老生,male,
03046003,白良关,程咬金,丑,male,
03046003,白良关,梅秀英,旦,female,
03046003,白良关,刘国桢,净,male,
03046004,置田装疯,尉迟恭,净,male,
03046004,置田装疯,徐茂公,老生,male,
03046004,置田装疯,黑氏,老旦,female,
03046005,沙陀国,李克用,净,male,
03046005,沙陀国,程敬思,老生,male,
03046005,沙陀国,李嗣源,小生,male,
03046005,沙陀国,曹玉娥,旦,female,
03046005,沙陀国,刘银屏,旦,female,
03046006,飞虎山,安敬思,小生,male,
03046006,飞虎山,李克用,净,male,
03046006,飞虎山,周德威,老生,male,
03046006,飞虎山,李嗣源,小生,male,
03046006,飞虎山,李存信,净,male,
03046006,飞虎山,康君利,丑,male,
03046007,龙虎斗,赵匡胤,红生,unknown,
03046007,龙虎斗,呼延赞,净,male,
03047001,好鹤失政,宏演,老生,male,
03047002,要离刺庆忌,要离,老生,male,
03047002,要离刺庆忌,庆忌,净,male,
03047003,哭秦庭,申包胥,老生,male,
03047003,哭秦庭,伍员,老生,male,
03047003,哭秦庭,楚昭王,小生,male,
03047003,哭秦庭,秦哀公,净,male,
03047003,哭秦庭,樵夫,丑,male,
03047004,豫让桥,豫让,老生,male,
03048001,打城隍,嘎七,丑,male,
03048001,打城隍,马八,丑,male,
03048001,打城隍,刘九,丑,male,
03048001,打城隍,差人甲,丑,male,
03048001,打城隍,差人乙,丑,male,
03048005,瞎子逛灯,跛和尚,丑,male,
03048005,瞎子逛灯,白瞎子,丑,male,
03048006,定计化缘,段一仁,丑,male,
03048006,定计化缘,张年有,丑,male,
03050001,闹花灯,薛刚,净,male,
03050001,闹花灯,薛丁山,老生,male,
03050001,闹花灯,樊梨花,旦,female,
03050001,闹花灯,程咬金,丑,male,
03050001,闹花灯,薛德水,丑,male,
03050002,九焰山,薛刚,净,male,
03050002,九焰山,徐策,老生,male,
03050002,九焰山,纪鸾英,旦,female,
03050002,九焰山,薛蛟,小生,male,
03050002,九焰山,薛葵,净,male,
03050003,铁丘坟,薛刚,净,male,
03050003,铁丘坟,徐美祖,老生,male,
03051001,马陵道【头本】,孙膑,老生,male,
03051001,马陵道【头本】,庞涓,净,male,
03051002,马陵道【二本】,孙膑,老生,male,
03051002,马陵道【二本】,庞涓,净,male,
03051003,马陵道【三本】,孙膑,老生,male,
03051003,马陵道【三本】,庞涓,净,male,
03051003,马陵道【三本】,朱亥,老生,male,
03051003,马陵道【三本】,朱瑞仙,旦,female,
03051004,马陵道【四本】,孙膑,老生,male,
03051004,马陵道【四本】,袁达,净,male,
03051005,马陵道【五本】,孙膑,老生,male,
03051005,马陵道【五本】,周氏,老旦,female,
03051005,马陵道【五本】,袁达,净,male,
03051005,马陵道【五本】,庞涓,净,male,
03051006,马陵道【六本】,孙膑,老生,male,
03051006,马陵道【六本】,庞涓,净,male,
03051006,马陵道【六本】,魏阳公主,旦,female,
03051006,马陵道【六本】,袁达,净,male,
03051007,马陵道【七本】,孙膑,老生,male,
03051007,马陵道【七本】,庞涓,净,male,
03051007,马陵道【七本】,袁达,净,male,
03051008,马陵道【八本】,孙膑,老生,male,
03051008,马陵道【八本】,庞涓,净,male,
03051008,马陵道【八本】,袁达,净,male,
03052005,朝金顶,银鱼仙姑,武旦,female,
03052005,朝金顶,二郎神,武生,male,
03052005,朝金顶,海瑞,老生,male,
03052005,朝金顶,周仓,净,male,
03053001,打銮驾,包拯,净,male,
03053001,打銮驾,庞秀英,旦,female,
03053001,打銮驾,庞昱,净,male,
03053001,打銮驾,宋仁宗,小生,male,
03053001,打銮驾,赵德芳,老生,male,
03053002,铡包勉,包拯,净,male,
03053002,铡包勉,包勉,丑,male,
03053002,铡包勉,赵秉,净,male,
03053002,铡包勉,王延龄,老生,male,
03053003,遇皇后,包拯,净,male,
03053003,遇皇后,李后,老旦,female,
03053003,遇皇后,地方,丑,male,
03053004,打龙袍,包拯,净,male,
03053004,打龙袍,李后,老旦,female,
03053004,打龙袍,宋仁宗,小生,male,
03053004,打龙袍,王延龄,老生,male,
03053004,打龙袍,陈琳,丑,male,
03053004,打龙袍,郭槐,丑,male,
03053005,闹东京,包拯,净,male,
03053005,闹东京,假包拯,净,male,
03053005,闹东京,施俊,小生,male,
03053005,闹东京,假施俊,小生,male,
03053006,双包案,包拯,净,male,
03053006,双包案,假包拯,净,male,
03053007,神虎报,包拯,净,male,
03053007,神虎报,靳得山,丑,male,
03054001,投刘表,刘备,老生,male,
03054001,投刘表,刘表,老生,male,
03054001,投刘表,关羽,红生,unknown,
03054001,投刘表,张飞,净,male,
03054001,投刘表,赵云,武生,male,
03054002,襄阳宴,刘表,老生,male,
03054002,襄阳宴,刘备,老生,male,
03054002,襄阳宴,蔡氏,旦,female,
03054003,马跳潭溪,刘备,老生,male,
03054003,马跳潭溪,刘表,老生,male,
03054003,马跳潭溪,蔡瑁,净,male,
03054003,马跳潭溪,蔡氏,旦,female,
03054003,马跳潭溪,赵云,武生,male,
03054004,水镜庄,刘备,老生,male,
03054004,水镜庄,司马徽,老生,male,
03054004,水镜庄,徐庶,老生,male,
03054004,水镜庄,刘表,老生,male,
03054004,水镜庄,赵云,武生,male,
03054005,取樊城,刘备,老生,male,
03054005,取樊城,徐庶,老生,male,
03054005,取樊城,关羽,红生,unknown,
03054005,取樊城,张飞,净,male,
03054005,取樊城,赵云,武生,male,
03054005,取樊城,曹仁,净,male,
03054006,徐母骂曹,徐母,老旦,female,
03054006,徐母骂曹,曹操,净,male,
03054006,徐母骂曹,程昱,老生,male,
03054007,走马荐诸葛,徐庶,老生,male,
03054007,走马荐诸葛,刘备,老生,male,
03054007,走马荐诸葛,曹操,净,male,
03054007,走马荐诸葛,程昱,老生,male,
03054007,走马荐诸葛,徐母,老旦,female,
03054007,走马荐诸葛,张飞,净,male,
03054007,走马荐诸葛,赵云,武生,male,
03054007,走马荐诸葛,诸葛亮,老生,male,
03054008,一请诸葛,刘备,老生,male,
03054008,一请诸葛,曹操,净,male,
03054008,一请诸葛,徐庶,老生,male,
03054008,一请诸葛,关羽,红生,unknown,
03054008,一请诸葛,张飞,净,male,
03054008,一请诸葛,徐母,老旦,female,
03054008,一请诸葛,司马徽,老生,male,
03054009,三顾茅庐,诸葛亮,老生,male,
03054009,三顾茅庐,刘备,老生,male,
03054009,三顾茅庐,关羽,红生,unknown,
03054009,三顾茅庐,张飞,净,male,
03054009,三顾茅庐,诸葛均,小生,male,
03054010,三求计,诸葛亮,老生,male,
03054010,三求计,刘琦,小生,male,
03054010,三求计,刘备,老生,male,
03054010,三求计,刘表,老生,male,
03055001,打潘豹,杨延嗣,净,male,
03055001,打潘豹,杨继业,老生,male,
03055001,打潘豹,杨延昭,武生,male,
03055001,打潘豹,潘豹,净,male,
03055001,打潘豹,潘洪,净,male,
03055001,打潘豹,赵普,老生,male,
03055001,打潘豹,赵德芳,小生,male,
03055001,打潘豹,宋太宗,老生,male,
03055002,双龙会,杨继业,老生,male,
03055002,双龙会,杨延德,净,male,
03055002,双龙会,杨延平,老生,male,
03055002,双龙会,宋太宗,老生,male,
03055002,双龙会,赵德芳,小生,male,
03055002,双龙会,杨延昭,老生,male,
03055002,双龙会,杨延嗣,净,male,
03055002,双龙会,天庆王,净,male,
03055003,托兆碰碑,杨继业,老生,male,
03055003,托兆碰碑,杨延嗣,净,male,
03055003,托兆碰碑,杨延昭,老生,male,
03055003,托兆碰碑,韩延寿,净,male,
03055003,托兆碰碑,苏武,老生,male,
03055004,告御状,杨延昭,老生,male,
03055004,告御状,宋太宗,老生,male,
03055004,告御状,赵德芳,小生,male,
03055004,告御状,呼延必显,小生,male,
03055005,永平安,呼必显,小生,male,
03055005,永平安,潘洪,净,male,
03055006,夜审潘洪,寇准,老生,male,
03055006,夜审潘洪,潘洪,净,male,
03055006,夜审潘洪,赵德芳,小生,male,
03055006,夜审潘洪,差役,丑,male,
03055006,夜审潘洪,马牌子,丑,male,
03055006,夜审潘洪,寇夫人,旦,female,
03055007,红岐山,杨延昭,老生,male,
03055007,红岐山,潘洪,净,male,
03055007,红岐山,宋太宗,老生,male,
03055007,红岐山,赵德芳,小生,male,
03055007,红岐山,寇准,老生,male,
03055007,红岐山,潘妃,旦,female,
03055007,红岐山,佘太君,老旦,female,
03056002,时迁偷鸡,时迁,武丑,unknown,
03056002,时迁偷鸡,店家,武生,male,
03056002,时迁偷鸡,杨雄,老生,male,
03056002,时迁偷鸡,石秀,武生,male,
03056002,时迁偷鸡,草鸡大王,净,male,
03057001,大观园,贾宝玉,小生,male,
03057001,大观园,林黛玉,旦,female,
03057001,大观园,薛宝钗,旦,female,
03057001,大观园,贾元春,旦,female,
03057001,大观园,贾政,生,unknown,
03057001,大观园,贾母,老旦,female,
03057002,黛玉伤春,林黛玉,旦,female,
03057002,黛玉伤春,贾宝玉,小生,male,
03057003,黛玉葬花,林黛玉,旦,female,
03057003,黛玉葬花,贾宝玉,小生,male,
03057004,千金一笑,晴雯,旦,female,
03057004,千金一笑,贾宝玉,小生,male,
03057005,梅花络,贾宝玉,小生,male,
03057005,梅花络,黄莺儿,旦,female,
03057005,梅花络,白玉钏,旦,female,
03057005,梅花络,袭人,旦,female,
03057005,梅花络,薛宝钗,旦,female,
03057006,潇湘探病,林黛玉,旦,female,
03057006,潇湘探病,贾宝玉,小生,male,
03057006,潇湘探病,薛宝钗,旦,female,
03057007,晴雯补裘,晴雯,旦,female,
03057007,晴雯补裘,贾宝玉,小生,male,
03057007,晴雯补裘,麝月,旦,female,
03057008,黛玉焚稿,林黛玉,旦,female,
03057008,黛玉焚稿,贾宝玉,小生,male,
03057008,黛玉焚稿,玉钏,旦,female,
03057008,黛玉焚稿,彩霞,旦,female,
03057008,黛玉焚稿,王夫人,旦,female,
03058001,遇龙镇,李大,丑,male,
03058001,遇龙镇,王氏,旦,female,
03058001,遇龙镇,刘秀,小生,male,
03058001,遇龙镇,李月仙,旦,female,
03058004,青峰岭,徐凤英,武旦,female,
03059002,请关胜,关胜,武净,unknown,
03059002,请关胜,宋江,老生,male,
03059003,持轮战,卢俊义,老生,male,
03059003,持轮战,宋江,老生,male,
03059004,风流双枪将,董平,武生,male,
03059004,风流双枪将,宋江,老生,male,
03059004,风流双枪将,史进,武生,male,
03059004,风流双枪将,白胜,武丑,unknown,
03059004,风流双枪将,时迁,武丑,unknown,
03059004,风流双枪将,顾大嫂,武旦,female,
03059005,双卖艺,花逢春,武生,male,
03059005,双卖艺,萧桂英,旦,female,
03059005,双卖艺,阮三,丑,male,
03059005,双卖艺,李俊,老生,male,
03059005,双卖艺,倪荣,净,male,
03060001,封丘大战,史彦超,老生,male,
03060001,封丘大战,高行周,净,male,
03060002,洒金桥,赵匡胤,红生,unknown,
03060002,洒金桥,苗顺,老生,male,
03060003,董家岭,赵匡胤,红生,unknown,
03060003,董家岭,郑子明,净,male,
03060003,董家岭,柴荣,老生,male,
03060003,董家岭,董达,净,male,
03060004,花亭射妖,赵匡胤,红生,unknown,
03060004,花亭射妖,柴荣,老生,male,
03060005,困曹府,赵匡胤,红生,unknown,
03060005,困曹府,曹彬,小生,male,
03060005,困曹府,张氏,旦,female,
03060005,困曹府,华佗,老生,male,
03060009,雪夜访普,赵匡胤,红生,unknown,
03061002,元宵谜,吕昭华,旦,female,
03061002,元宵谜,郭廷章,小生,male,
03061002,元宵谜,赵秀英,旦,female,
03061002,元宵谜,吕刚中,老生,male,
03061002,元宵谜,吕夫人,老旦,female,
03061002,元宵谜,赵班侯,净,male,
03061002,元宵谜,书童,丑,male,
03063001,酒丐,范大杯,武丑,unknown,
03063001,酒丐,文奎,小生,male,
